Desc	Family ID	human	chimp	orang	baboon	gibbon	macaque	marmoset	rat	mouse	cat	horse	cow
(null)	1244	3	2	2	2	3	3	2	2	2	4	2	2
(null)	1245	2	1	2	2	2	3	2	2	2	4	3	4
(null)	1246	2	2	2	2	4	3	2	2	2	2	2	4
(null)	1247	4	3	2	3	0	2	1	3	3	3	2	3
(null)	1248	2	1	3	2	2	2	2	2	2	6	3	2
(null)	1249	3	2	3	2	2	3	3	3	3	2	1	2
(null)	1250	2	1	2	3	3	3	6	1	2	2	2	2
(null)	1251	0	3	5	4	5	1	6	1	1	1	1	1
(null)	1252	4	4	2	4	2	5	4	0	0	2	2	0
(null)	1253	2	2	2	2	2	2	2	2	5	3	2	3
(null)	1254	2	2	2	3	2	5	2	3	2	2	2	2
(null)	1255	2	3	2	3	2	3	2	3	2	2	3	2
(null)	1256	0	0	1	0	0	0	0	9	19	0	0	0
(null)	1257	4	5	7	1	3	1	2	1	2	1	1	1
(null)	1258	2	2	2	2	2	2	2	4	2	3	3	3
(null)	1259	2	2	2	3	2	3	3	3	2	2	2	3
(null)	1260	3	3	2	3	2	3	5	1	2	2	2	1
(null)	1261	11	3	5	0	0	7	3	0	0	0	0	0
(null)	1262	3	2	11	0	1	8	4	0	0	0	0	0
(null)	1263	3	2	2	2	2	2	2	3	3	2	2	4
(null)	1264	3	2	2	3	2	2	2	1	3	3	3	3
(null)	1265	2	2	3	2	2	3	2	3	3	2	2	3
(null)	1266	2	1	3	4	2	6	2	2	1	2	2	2
(null)	1267	2	2	2	2	1	2	2	6	2	2	2	4
(null)	1268	2	2	3	2	4	3	3	1	2	2	3	2
(null)	1269	2	2	2	1	2	5	4	1	2	2	2	4
(null)	1270	9	5	3	2	1	2	7	0	0	0	0	0
(null)	1271	2	2	2	2	2	3	5	2	3	2	2	2
(null)	1272	2	2	2	3	2	3	3	3	4	1	2	2
(null)	1273	1	2	4	2	3	4	2	2	2	2	3	2
(null)	1274	2	2	2	3	3	2	2	4	2	2	2	3
(null)	1275	2	2	2	2	3	3	2	3	2	3	2	3
(null)	1276	2	2	3	3	3	3	3	2	1	3	2	2
(null)	1277	1	1	2	3	2	6	3	2	2	2	2	3
(null)	1278	3	3	2	2	2	2	3	3	3	2	2	2
(null)	1279	2	2	2	2	2	2	6	2	3	2	2	2
(null)	1280	7	2	2	2	2	2	2	2	2	2	2	2
(null)	1281	1	2	4	4	2	3	4	2	1	2	2	2
(null)	1282	5	2	2	3	2	2	2	3	2	2	2	2
(null)	1283	2	3	3	2	2	2	3	2	2	3	2	3
(null)	1284	2	2	2	2	2	2	2	3	3	3	3	3
(null)	1285	2	2	2	2	4	2	2	2	2	4	3	2
(null)	1286	3	1	5	2	1	5	4	1	1	2	2	2
(null)	1287	2	1	10	1	0	1	13	0	0	0	1	0
(null)	1288	4	3	2	3	2	2	2	3	3	1	2	2
(null)	1289	2	2	3	2	2	5	2	2	2	3	2	2
(null)	1290	2	2	2	2	2	3	5	3	2	2	2	2
(null)	1291	1	1	1	0	2	2	2	10	2	3	2	3
(null)	1292	2	2	3	2	2	2	3	3	2	3	2	2
(null)	1293	3	2	3	2	2	3	2	4	2	1	2	2
(null)	1294	2	2	2	2	2	2	3	4	3	2	2	2
(null)	1295	3	2	3	2	3	2	1	2	3	3	2	2
(null)	1296	3	2	2	2	2	1	3	3	3	2	3	2
(null)	1297	2	1	2	2	2	3	3	3	2	2	3	3
(null)	1298	3	1	3	2	3	4	2	2	2	2	2	2
(null)	1299	3	2	3	2	3	2	3	2	2	2	2	2
(null)	1300	2	2	2	2	3	2	3	2	2	3	3	2
(null)	1301	3	4	2	3	1	3	2	2	2	1	2	3
(null)	1302	3	3	4	2	2	2	2	2	2	2	2	2
(null)	1303	1	1	1	1	1	1	1	1	2	16	1	1
(null)	1304	2	2	3	5	1	8	2	1	1	1	1	1
(null)	1305	3	2	2	3	1	3	3	2	2	3	2	2
(null)	1306	2	2	2	3	2	5	2	2	2	2	2	2
(null)	1307	3	3	2	2	1	3	2	2	3	2	2	3
(null)	1308	2	1	2	2	2	6	3	2	2	1	2	3
(null)	1309	2	3	2	4	2	0	4	2	2	2	2	3
(null)	1310	2	2	3	3	1	3	3	3	3	2	1	2
(null)	1311	8	2	8	5	1	3	1	0	0	0	0	0
(null)	1312	3	2	2	2	2	2	3	3	4	2	2	1
(null)	1313	2	2	2	2	2	2	2	3	2	4	2	3
(null)	1314	4	1	2	1	3	1	3	3	3	2	3	2
(null)	1315	2	1	2	2	2	3	3	2	2	2	2	5
(null)	1316	2	2	3	2	2	2	2	2	3	4	2	2
(null)	1317	2	2	3	2	2	1	2	3	3	3	2	3
(null)	1318	5	2	3	2	1	3	2	2	2	2	2	2
(null)	1319	2	2	3	1	2	2	1	3	2	3	2	5
(null)	1320	3	2	2	2	2	2	2	4	3	2	2	2
(null)	1321	2	2	2	2	2	4	2	2	4	2	2	2
(null)	1322	2	3	2	2	2	3	3	2	2	3	2	2
(null)	1323	3	4	2	2	2	3	2	2	2	2	2	2
(null)	1324	2	3	2	3	2	2	2	3	3	2	2	2
(null)	1325	8	2	2	1	2	2	2	0	3	2	2	2
(null)	1326	12	4	4	2	2	2	2	0	0	0	0	0
(null)	1327	2	2	2	2	2	3	2	1	2	6	2	2
(null)	1328	3	3	2	2	2	2	2	2	3	2	2	3
(null)	1329	2	2	2	2	2	5	2	2	2	1	1	5
(null)	1330	3	2	2	2	2	1	2	4	3	2	2	3
(null)	1331	2	2	3	3	3	3	3	1	2	2	2	2
(null)	1332	2	2	2	2	2	2	5	2	2	2	2	3
(null)	1333	2	4	2	2	2	3	2	3	2	2	2	2
(null)	1334	2	2	4	2	2	4	2	2	2	2	2	2
(null)	1335	1	1	3	3	2	3	3	1	1	4	2	4
(null)	1336	3	3	2	2	2	3	3	3	3	2	1	1
(null)	1337	2	2	1	2	3	2	2	3	2	2	4	3
(null)	1338	1	1	3	2	1	7	4	4	1	1	2	1
(null)	1339	2	2	2	2	2	7	2	2	1	2	2	2
(null)	1340	2	2	2	2	3	2	3	2	3	2	2	3
(null)	1341	5	1	4	1	1	2	1	2	6	1	2	2
(null)	1342	2	3	2	2	2	3	4	2	2	2	2	2
(null)	1343	2	2	1	2	2	3	4	3	3	1	2	3
(null)	1344	15	3	3	1	1	3	2	0	0	0	0	0
(null)	1345	2	2	4	3	2	2	2	2	2	2	2	2
(null)	1346	2	2	2	2	2	3	2	3	2	2	2	3
(null)	1347	2	2	2	3	3	3	2	2	2	2	2	2
(null)	1348	3	2	4	2	2	2	2	2	2	2	2	2
(null)	1349	3	2	2	2	2	2	3	3	2	2	2	2
(null)	1350	2	2	2	2	2	2	2	2	2	5	2	2
(null)	1351	2	2	2	2	2	2	2	3	2	4	2	2
(null)	1352	2	2	3	2	2	4	2	2	2	2	2	2
(null)	1353	2	2	2	2	2	3	2	3	3	2	2	2
(null)	1354	7	2	2	2	1	2	1	2	2	2	2	2
(null)	1355	1	1	1	1	1	1	1	2	15	2	0	1
(null)	1356	2	2	2	2	2	2	3	3	3	2	2	2
(null)	1357	2	2	4	2	2	2	3	2	2	2	2	2
(null)	1358	4	2	3	2	1	1	2	3	3	1	2	3
(null)	1359	3	2	3	2	3	2	2	2	2	2	2	2
(null)	1360	2	2	3	3	2	2	2	2	2	2	2	3
(null)	1361	3	1	2	2	2	3	3	2	2	3	2	2
(null)	1362	1	1	4	3	3	2	4	2	2	1	2	2
(null)	1363	2	2	2	2	2	3	2	2	3	3	2	2
(null)	1364	2	1	1	1	1	3	3	3	2	3	4	3
(null)	1365	2	2	2	2	2	4	2	2	2	3	2	2
(null)	1366	2	2	4	3	2	2	2	2	2	2	2	2
(null)	1367	3	3	2	1	2	2	1	3	4	2	2	2
(null)	1368	3	2	2	2	2	2	2	3	2	3	2	2
(null)	1369	3	5	4	4	2	5	4	0	0	0	0	0
(null)	1370	2	2	3	1	2	2	3	3	2	3	1	3
(null)	1371	1	2	2	3	3	2	2	2	1	3	3	3
(null)	1372	2	2	3	2	2	3	3	2	2	2	2	2
(null)	1373	2	2	2	2	1	2	2	4	4	2	1	3
(null)	1374	2	2	2	2	2	3	2	3	3	2	2	2
(null)	1375	2	2	2	2	2	3	2	2	2	4	2	2
(null)	1376	2	2	2	2	2	3	3	3	2	2	2	2
(null)	1377	2	2	4	2	1	3	2	3	2	1	2	3
(null)	1378	2	2	3	1	2	3	3	2	2	3	2	2
(null)	1379	2	2	2	4	3	2	3	1	2	2	2	2
(null)	1380	1	1	1	2	2	5	1	3	1	3	1	6
(null)	1381	2	2	2	2	2	2	3	3	2	2	1	4
(null)	1382	2	2	4	2	2	2	3	2	2	2	2	2
(null)	1383	2	2	2	2	2	2	3	2	3	2	3	2
(null)	1384	2	2	1	2	2	2	3	4	3	2	1	3
(null)	1385	2	2	3	2	2	2	2	2	2	2	3	3
(null)	1386	3	2	2	2	2	3	2	2	2	2	2	3
(null)	1387	2	3	2	2	2	3	2	2	3	1	2	3
(null)	1388	2	2	2	2	2	3	2	2	3	3	2	2
(null)	1389	2	2	2	2	1	4	2	3	3	2	2	2
(null)	1390	2	2	2	3	2	2	2	2	2	4	2	2
(null)	1391	2	2	2	2	2	2	2	4	3	2	2	2
(null)	1392	2	2	2	2	2	5	3	2	1	2	2	2
(null)	1393	3	2	2	2	3	2	2	2	2	2	3	2
(null)	1394	2	2	2	2	3	3	2	1	2	4	2	2
(null)	1395	2	1	2	2	2	4	4	2	2	2	2	2
(null)	1396	2	2	2	2	2	4	2	3	2	2	2	2
(null)	1397	4	2	2	2	2	2	2	2	3	2	2	2
(null)	1398	2	0	2	1	1	10	5	1	1	2	1	1
(null)	1399	2	2	3	3	2	4	3	2	1	1	2	2
(null)	1400	3	2	2	2	3	3	1	2	2	2	3	2
(null)	1401	1	3	3	2	2	3	2	2	2	2	3	2
(null)	1402	2	3	3	1	3	2	2	3	2	2	2	2
(null)	1403	2	2	2	2	2	4	2	2	2	3	2	2
(null)	1404	1	2	2	2	2	4	3	2	2	3	2	2
(null)	1405	1	2	1	3	1	5	6	2	2	2	1	1
(null)	1406	2	2	2	3	3	2	2	3	2	2	2	2
(null)	1407	1	1	2	2	1	3	3	4	1	4	1	4
(null)	1408	2	2	2	2	2	3	3	2	2	3	2	2
(null)	1409	2	2	2	2	2	2	2	3	1	3	2	4
(null)	1410	6	6	3	1	1	3	7	0	0	0	0	0
(null)	1411	3	2	2	2	2	4	2	2	2	2	2	2
(null)	1412	1	2	2	2	2	4	2	3	3	2	2	2
(null)	1413	2	2	2	2	2	2	3	3	3	2	2	2
(null)	1414	3	2	2	2	2	2	4	2	2	2	2	2
(null)	1415	3	2	2	2	2	4	2	2	2	2	2	2
(null)	1416	2	2	2	2	2	2	2	3	3	3	2	2
(null)	1417	2	2	3	1	2	5	2	2	2	2	2	2
(null)	1418	3	2	2	2	2	3	2	2	2	2	2	2
(null)	1419	2	2	2	2	2	2	2	2	2	4	2	2
(null)	1420	3	2	2	2	2	2	2	2	3	2	2	2
(null)	1421	3	2	2	2	2	2	2	2	2	2	2	3
(null)	1422	2	2	2	2	2	2	3	2	2	3	2	2
(null)	1423	1	2	2	2	2	1	1	2	2	7	2	2
(null)	1424	3	2	2	2	2	2	2	2	2	3	2	2
(null)	1425	1	1	3	3	2	2	3	4	2	1	2	2
(null)	1426	2	2	2	2	2	2	2	3	2	2	3	2
(null)	1427	2	2	2	3	2	3	2	2	2	2	2	2
(null)	1428	2	2	2	2	2	2	2	2	3	3	2	2
(null)	1429	2	2	2	2	2	2	2	3	3	2	2	2
(null)	1430	2	2	2	2	2	2	4	2	1	1	2	4
(null)	1431	2	2	2	2	2	3	2	2	2	2	2	3
(null)	1432	2	2	2	2	2	3	2	2	2	2	2	3
(null)	1433	2	3	2	2	2	3	2	2	2	2	2	2
(null)	1434	3	3	3	2	2	2	2	1	2	2	1	3
(null)	1435	3	2	2	2	2	2	2	2	3	2	2	2
(null)	1436	2	2	2	2	3	2	2	2	2	3	2	2
(null)	1437	2	2	3	2	2	2	3	2	2	2	2	2
(null)	1438	3	2	2	2	2	3	2	2	2	2	2	2
(null)	1439	2	2	3	3	2	3	2	2	2	2	1	2
(null)	1440	3	1	3	2	2	2	3	2	2	2	2	2
(null)	1441	2	2	3	2	2	3	2	2	2	2	2	2
(null)	1442	1	3	3	2	2	2	3	2	2	2	2	2
(null)	1443	2	2	2	2	3	2	3	2	2	2	2	2
(null)	1444	2	3	2	2	2	2	2	2	3	2	2	2
(null)	1445	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1446	2	2	3	2	2	2	3	2	2	2	2	2
(null)	1447	3	2	1	2	2	2	2	4	2	2	2	2
(null)	1448	2	2	2	2	2	3	2	2	2	3	2	2
(null)	1449	4	2	2	2	2	2	2	3	2	2	2	1
(null)	1450	2	2	2	2	2	2	2	2	2	4	2	2
(null)	1451	2	2	3	2	2	2	2	3	2	2	2	2
(null)	1452	2	2	3	1	1	2	4	2	2	2	2	3
(null)	1453	2	2	2	2	3	2	3	2	1	2	2	3
(null)	1454	2	2	2	2	1	3	2	4	2	2	2	2
(null)	1455	2	3	2	2	2	3	2	2	2	2	2	2
(null)	1456	2	2	3	2	3	2	2	2	2	2	2	2
(null)	1457	2	2	2	2	2	2	2	2	3	3	2	2
(null)	1458	1	1	2	1	3	2	2	2	1	8	1	2
(null)	1459	2	2	2	2	2	2	3	2	3	2	2	2
(null)	1460	2	2	1	2	2	3	3	2	3	2	2	2
(null)	1461	2	2	2	2	2	4	2	2	2	2	2	2
(null)	1462	2	2	2	2	2	3	2	3	2	2	2	2
(null)	1463	3	2	3	2	2	2	2	2	2	2	2	2
(null)	1464	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1465	2	2	3	2	1	1	2	3	3	2	2	3
(null)	1466	3	3	2	0	2	2	3	3	2	2	2	2
(null)	1467	2	2	2	2	2	2	2	2	4	2	2	2
(null)	1468	2	2	2	2	3	3	2	2	2	2	2	2
(null)	1469	3	2	2	2	2	3	2	2	2	2	2	2
(null)	1470	2	2	3	2	2	2	2	3	2	2	2	2
(null)	1471	2	2	2	2	4	2	2	2	2	2	2	2
(null)	1472	2	1	1	3	1	4	5	2	2	2	1	2
(null)	1473	2	2	2	2	2	3	2	2	2	3	2	2
(null)	1474	2	2	2	2	2	2	2	2	2	2	2	4
(null)	1475	2	2	2	2	2	3	2	2	2	2	3	2
(null)	1476	2	2	2	2	2	1	2	2	2	2	4	3
(null)	1477	2	1	2	2	2	3	2	2	2	2	2	4
(null)	1478	2	2	2	2	2	2	3	2	3	2	2	2
(null)	1479	2	2	2	3	2	2	3	2	2	2	2	2
(null)	1480	2	2	2	2	2	3	2	2	3	2	2	2
(null)	1481	2	2	2	2	3	2	2	3	2	2	2	2
(null)	1482	1	2	2	2	2	2	2	2	2	4	2	3
(null)	1483	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1484	2	2	2	2	2	2	2	4	2	2	2	2
(null)	1485	1	1	3	1	1	5	6	3	1	1	0	3
(null)	1486	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1487	2	2	3	2	2	2	3	2	2	2	2	2
(null)	1488	2	2	3	2	2	2	2	2	3	2	2	2
(null)	1489	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1490	1	3	2	2	2	3	2	2	2	3	2	2
(null)	1491	2	2	2	2	2	2	2	3	2	3	2	2
(null)	1492	1	2	1	2	2	3	3	2	2	3	2	3
(null)	1493	1	2	2	2	2	2	2	2	4	3	2	2
(null)	1494	1	1	2	0	2	5	3	3	2	3	1	3
(null)	1495	1	1	2	6	2	7	1	1	1	2	1	1
(null)	1496	3	2	2	2	2	2	3	2	2	2	2	2
(null)	1497	2	2	2	2	4	2	2	2	2	2	2	2
(null)	1498	2	2	2	2	2	2	4	2	2	2	2	2
(null)	1499	4	2	2	1	2	4	1	2	2	2	2	2
(null)	1500	2	2	2	3	2	3	2	2	2	2	2	2
(null)	1501	1	1	1	2	2	6	3	3	1	3	2	1
(null)	1502	3	2	2	2	2	2	2	2	3	2	2	2
(null)	1503	1	1	0	1	3	8	2	3	0	3	1	3
(null)	1504	2	2	2	2	2	2	2	2	2	4	2	2
(null)	1505	2	2	2	2	4	2	2	2	2	2	2	2
(null)	1506	3	2	2	2	2	2	2	2	3	2	2	2
(null)	1507	2	2	3	2	2	2	2	2	3	2	2	2
(null)	1508	2	2	2	2	3	2	2	2	3	2	2	2
(null)	1509	2	2	2	2	2	2	3	2	2	2	3	2
(null)	1510	2	2	3	2	2	2	2	2	2	2	2	3
(null)	1511	2	2	2	3	2	3	2	2	2	2	2	2
(null)	1512	3	2	2	2	2	2	2	2	2	2	2	3
(null)	1513	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1514	2	2	2	2	2	2	2	3	2	2	2	3
(null)	1515	2	2	2	2	2	3	2	2	2	2	2	3
(null)	1516	4	2	2	2	2	2	2	2	2	2	2	2
(null)	1517	2	2	2	2	4	2	2	2	2	2	2	2
(null)	1518	1	2	3	2	2	2	2	2	4	2	2	2
(null)	1519	2	2	4	2	2	2	2	3	2	2	2	1
(null)	1520	2	2	2	3	2	3	2	2	2	2	2	2
(null)	1521	1	2	3	2	2	2	2	2	3	2	3	2
(null)	1522	3	2	2	2	2	2	3	2	2	2	2	2
(null)	1523	3	2	2	2	4	2	2	2	2	2	2	1
(null)	1524	3	2	2	2	2	2	2	2	2	2	3	2
(null)	1525	1	1	4	1	1	2	2	1	1	3	2	7
(null)	1526	3	2	2	2	2	2	2	2	2	3	2	2
(null)	1527	2	2	2	2	2	2	4	2	2	2	2	2
(null)	1528	2	2	2	2	2	2	3	2	3	2	2	2
(null)	1529	2	2	2	2	2	2	4	2	2	2	2	2
(null)	1530	10	2	1	1	2	2	1	3	1	1	1	1
(null)	1531	2	2	2	2	2	3	3	2	0	3	2	3
(null)	1532	2	2	2	2	2	3	2	2	2	3	2	2
(null)	1533	2	2	2	2	2	3	2	3	2	2	2	2
(null)	1534	2	2	2	2	2	3	3	2	2	2	2	2
(null)	1535	2	2	2	2	3	2	2	2	3	2	2	2
(null)	1536	2	2	2	2	2	3	2	3	2	2	2	2
(null)	1537	2	2	2	2	2	2	4	2	2	2	2	2
(null)	1538	2	2	2	2	3	2	2	2	2	3	2	2
(null)	1539	2	2	2	2	2	2	2	2	3	2	2	3
(null)	1540	2	2	2	2	2	3	2	3	2	2	2	2
(null)	1541	2	2	2	2	2	3	2	2	3	2	2	2
(null)	1542	4	2	2	2	2	2	2	2	2	2	2	2
(null)	1543	4	3	2	2	2	2	4	2	2	1	1	1
(null)	1544	2	2	2	2	2	4	2	2	2	3	2	1
(null)	1545	2	2	2	2	3	3	2	2	2	2	2	2
(null)	1546	2	2	2	2	2	2	3	3	2	2	2	2
(null)	1547	1	1	2	0	2	6	6	2	2	1	2	1
(null)	1548	6	0	2	2	1	2	2	2	2	2	1	3
(null)	1549	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1550	2	3	2	2	1	2	3	2	2	2	2	2
(null)	1551	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1552	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1553	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1554	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1555	2	2	2	2	1	2	4	2	2	2	2	2
(null)	1556	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1557	2	2	2	2	2	2	1	2	2	2	4	2
(null)	1558	2	1	2	2	3	3	2	2	2	2	2	2
(null)	1559	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1560	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1561	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1562	2	1	3	2	2	2	2	2	2	2	2	3
(null)	1563	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1564	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1565	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1566	3	3	3	0	1	2	1	2	2	3	2	3
(null)	1567	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1568	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1569	2	2	2	2	2	2	2	2	2	3	2	2
(null)	1570	2	1	2	2	3	2	2	3	2	2	2	2
(null)	1571	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1572	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1573	2	2	2	2	2	1	3	2	2	3	2	2
(null)	1574	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1575	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1576	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1577	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1578	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1579	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1580	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1581	3	2	2	3	2	1	2	2	2	2	2	2
(null)	1582	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1583	2	2	2	2	2	2	2	2	2	3	2	2
(null)	1584	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1585	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1586	2	2	2	2	2	2	2	2	2	3	2	2
(null)	1587	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1588	1	2	3	2	2	2	3	2	2	2	2	2
(null)	1589	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1590	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1591	2	2	2	2	1	3	3	2	2	2	2	2
(null)	1592	2	2	2	2	3	2	1	3	2	2	2	2
(null)	1593	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1594	12	8	0	3	0	0	1	0	1	0	0	0
(null)	1595	3	2	1	2	2	2	2	2	3	2	2	2
(null)	1596	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1597	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1598	1	1	5	1	2	7	3	1	1	1	1	1
(null)	1599	5	1	3	2	0	2	0	0	2	1	6	3
(null)	1600	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1601	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1602	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1603	2	2	2	2	3	2	3	1	3	1	2	2
(null)	1604	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1605	2	1	2	2	2	3	2	2	2	2	2	3
(null)	1606	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1607	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1608	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1609	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1610	1	2	3	2	2	2	3	2	2	2	2	2
(null)	1611	4	2	2	2	2	2	2	2	2	2	2	1
(null)	1612	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1613	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1614	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1615	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1616	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1617	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1618	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1619	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1620	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1621	3	2	3	4	2	5	6	0	0	0	0	0
(null)	1622	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1623	2	2	2	2	2	1	4	2	2	2	1	3
(null)	1624	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1625	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1626	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1627	2	2	2	2	2	1	2	3	2	2	3	2
(null)	1628	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1629	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1630	1	0	0	1	1	1	1	7	10	1	1	1
(null)	1631	2	2	2	2	2	2	2	2	2	3	2	2
(null)	1632	1	2	2	1	2	2	1	4	2	4	2	2
(null)	1633	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1634	2	2	2	2	2	2	2	2	2	2	2	3
(null)	1635	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1636	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1637	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1638	2	2	3	2	2	3	2	2	1	2	2	2
(null)	1639	3	2	2	2	2	1	3	2	2	2	2	2
(null)	1640	1	2	2	2	2	2	3	2	3	2	2	2
(null)	1641	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1642	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1643	2	2	2	2	3	1	3	2	2	2	2	2
(null)	1644	4	2	2	2	2	1	2	2	2	2	2	2
(null)	1645	2	2	2	2	2	2	2	2	2	3	2	2
(null)	1646	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1647	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1648	3	3	2	2	2	1	2	2	2	2	2	2
(null)	1649	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1650	2	2	2	2	2	2	2	2	2	1	3	3
(null)	1651	2	3	2	2	2	2	2	2	2	2	2	2
(null)	1652	3	3	2	2	2	1	2	2	2	2	2	2
(null)	1653	2	2	2	1	2	2	2	2	3	2	2	3
(null)	1654	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1655	3	2	2	2	2	2	2	2	2	2	2	2
(null)	1656	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1657	1	2	3	2	2	2	3	2	2	2	2	2
(null)	1658	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1659	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1660	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1661	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1662	2	2	3	3	2	2	2	2	1	2	2	2
(null)	1663	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1664	2	2	3	2	2	2	2	1	2	2	2	3
(null)	1665	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1666	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1667	2	2	2	2	3	2	2	2	2	2	2	2
(null)	1668	2	2	2	2	2	2	2	2	3	2	2	2
(null)	1669	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1670	2	2	2	2	2	3	1	2	3	2	2	2
(null)	1671	3	2	4	3	2	2	1	2	1	1	2	2
(null)	1672	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1673	2	2	2	3	2	2	2	2	2	2	2	2
(null)	1674	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1675	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1676	2	2	2	2	2	3	2	2	2	2	2	2
(null)	1677	1	2	2	2	2	3	2	2	2	2	3	2
(null)	1678	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1679	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1680	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1681	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1682	2	2	2	2	2	2	2	3	2	2	2	2
(null)	1683	2	2	2	2	3	2	2	2	1	3	2	2
(null)	1684	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1685	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1686	2	2	2	2	2	2	3	2	2	2	2	2
(null)	1687	2	2	2	2	2	2	2	2	2	2	3	2
(null)	1688	0	2	2	2	2	1	3	2	3	2	2	4
(null)	1689	2	2	2	2	1	2	2	3	3	2	2	2
(null)	1690	1	2	2	1	2	4	3	2	2	2	2	2
(null)	1691	2	2	3	2	2	2	2	2	2	2	2	2
(null)	1692	2	2	3	2	2	2	2	2	2	2	2	2
