Desc	Family ID	human	chimp	orang	baboon	gibbon	macaque	marmoset	rat	mouse	cat	horse	cow
(null)	6414	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6415	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6416	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6417	1	1	1	1	1	0	1	2	1	1	1	1
(null)	6418	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6419	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6420	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6421	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6422	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6423	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6424	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6425	2	2	0	1	1	1	1	1	1	1	1	0
(null)	6426	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6427	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6428	1	1	1	0	1	1	1	2	1	1	1	1
(null)	6429	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6430	1	1	0	1	1	1	1	1	1	2	1	1
(null)	6431	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6432	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6433	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6434	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6435	1	1	1	1	0	1	1	1	2	1	1	1
(null)	6436	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6437	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6438	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6439	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6440	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6441	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6442	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6443	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6444	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6445	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6446	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6447	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6448	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6449	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6450	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6451	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6452	1	1	1	1	1	1	0	2	1	1	1	1
(null)	6453	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6454	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6455	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6456	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6457	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6458	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6459	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6460	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6461	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6462	1	0	1	1	1	2	1	1	0	2	0	2
(null)	6463	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6464	1	1	2	1	1	1	1	0	1	1	1	1
(null)	6465	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6466	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6467	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6468	1	1	1	1	1	1	1	1	1	0	1	2
(null)	6469	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6470	1	1	1	1	0	2	1	1	1	1	1	1
(null)	6471	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6472	0	1	1	1	1	2	1	1	1	1	1	1
(null)	6473	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6474	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6475	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6476	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6477	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6478	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6479	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6480	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6481	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6482	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6483	1	0	1	1	1	1	1	1	2	1	1	1
(null)	6484	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6485	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6486	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6487	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6488	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6489	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6490	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6491	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6492	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6493	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6494	1	1	1	1	1	0	1	1	1	1	2	1
(null)	6495	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6496	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6497	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6498	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6499	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6500	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6501	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6502	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6503	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6504	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6505	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6506	1	1	0	1	1	2	1	1	1	1	1	1
(null)	6507	0	1	1	2	1	1	1	1	1	1	1	1
(null)	6508	1	2	1	2	1	1	1	1	1	1	0	0
(null)	6509	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6510	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6511	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6512	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6513	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6514	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6515	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6516	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6517	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6518	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6519	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6520	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6521	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6522	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6523	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6524	2	1	1	1	0	1	2	1	1	1	1	0
(null)	6525	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6526	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6527	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6528	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6529	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6530	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6531	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6532	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6533	1	1	1	1	1	0	1	1	1	2	1	1
(null)	6534	1	1	1	1	1	2	1	1	1	1	0	1
(null)	6535	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6536	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6537	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6538	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6539	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6540	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6541	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6542	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6543	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6544	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6545	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6546	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6547	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6548	1	1	1	1	1	1	1	1	2	1	0	1
(null)	6549	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6550	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6551	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6552	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6553	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6554	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6555	2	1	1	1	1	1	1	1	1	1	0	1
(null)	6556	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6557	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6558	1	0	1	1	1	1	1	1	1	2	1	1
(null)	6559	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6560	1	1	1	1	1	1	2	1	1	1	1	0
(null)	6561	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6562	0	1	1	1	1	1	1	2	1	1	1	1
(null)	6563	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6564	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6565	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6566	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6567	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6568	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6569	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6570	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6571	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6572	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6573	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6574	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6575	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6576	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6577	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6578	1	1	1	1	1	1	1	0	1	3	1	0
(null)	6579	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6580	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6581	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6582	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6583	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6584	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6585	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6586	0	1	1	1	0	1	2	1	1	2	1	1
(null)	6587	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6588	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6589	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6590	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6591	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6592	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6593	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6594	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6595	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6596	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6597	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6598	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6599	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6600	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6601	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6602	1	1	2	1	1	1	1	1	1	1	1	0
(null)	6603	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6604	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6605	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6606	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6607	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6608	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6609	1	1	1	1	1	1	1	1	1	2	1	0
(null)	6610	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6611	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6612	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6613	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6614	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6615	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6616	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6617	1	1	1	1	0	1	2	1	1	1	1	1
(null)	6618	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6619	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6620	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6621	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6622	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6623	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6624	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6625	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6626	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6627	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6628	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6629	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6630	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6631	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6632	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6633	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6634	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6635	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6636	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6637	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6638	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6639	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6640	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6641	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6642	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6643	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6644	1	1	1	1	1	0	1	1	2	1	1	1
(null)	6645	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6646	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6647	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6648	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6649	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6650	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6651	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6652	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6653	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6654	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6655	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6656	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6657	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6658	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6659	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6660	1	1	1	1	2	1	1	0	1	1	1	1
(null)	6661	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6662	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6663	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6664	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6665	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6666	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6667	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6668	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6669	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6670	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6671	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6672	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6673	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6674	2	1	1	1	0	1	1	1	1	1	1	1
(null)	6675	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6676	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6677	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6678	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6679	1	1	1	1	1	1	1	2	1	0	1	1
(null)	6680	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6681	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6682	0	1	1	1	1	2	1	1	1	1	1	1
(null)	6683	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6684	0	1	1	1	1	1	1	2	1	1	1	1
(null)	6685	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6686	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6687	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6688	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6689	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6690	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6691	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6692	2	1	1	1	1	1	1	1	1	0	1	1
(null)	6693	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6694	1	1	1	1	1	2	1	1	0	1	1	1
(null)	6695	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6696	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6697	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6698	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6699	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6700	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6701	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6702	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6703	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6704	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6705	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6706	1	1	0	1	1	1	1	1	2	1	1	1
(null)	6707	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6708	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6709	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6710	1	1	1	1	1	2	1	1	0	1	1	1
(null)	6711	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6712	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6713	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6714	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6715	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6716	1	1	1	1	0	1	2	1	1	1	1	1
(null)	6717	1	2	1	1	1	1	1	1	0	1	1	1
(null)	6718	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6719	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6720	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6721	1	1	1	1	1	0	1	2	1	1	1	1
(null)	6722	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6723	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6724	1	0	1	1	1	1	1	1	2	1	1	1
(null)	6725	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6726	1	0	1	1	1	1	1	1	1	2	1	1
(null)	6727	1	1	1	1	1	1	2	1	1	0	1	1
(null)	6728	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6729	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6730	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6731	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6732	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6733	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6734	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6735	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6736	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6737	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6738	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6739	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6740	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6741	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6742	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6743	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6744	0	1	1	1	1	1	1	1	2	1	1	1
(null)	6745	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6746	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6747	1	1	1	1	0	1	1	1	2	1	1	1
(null)	6748	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6749	1	1	1	1	1	0	1	2	1	1	1	1
(null)	6750	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6751	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6752	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6753	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6754	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6755	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6756	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6757	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6758	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6759	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6760	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6761	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6762	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6763	1	1	1	1	1	0	1	1	1	2	1	1
(null)	6764	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6765	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6766	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6767	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6768	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6769	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6770	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6771	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6772	2	1	1	1	1	0	0	2	1	1	1	1
(null)	6773	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6774	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6775	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6776	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6777	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6778	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6779	1	1	1	1	1	2	0	1	1	1	1	1
(null)	6780	1	1	1	1	1	2	1	1	0	1	1	1
(null)	6781	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6782	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6783	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6784	0	1	1	1	1	1	1	1	2	1	1	1
(null)	6785	1	1	2	1	1	1	1	1	0	1	1	1
(null)	6786	0	1	1	1	1	1	1	2	1	1	1	1
(null)	6787	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6788	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6789	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6790	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6791	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6792	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6793	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6794	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6795	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6796	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6797	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6798	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6799	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6800	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6801	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6802	1	0	1	1	2	1	1	1	1	1	1	1
(null)	6803	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6804	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6805	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6806	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6807	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6808	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6809	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6810	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6811	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6812	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6813	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6814	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6815	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6816	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6817	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6818	1	1	0	1	1	2	1	1	1	1	1	1
(null)	6819	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6820	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6821	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6822	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6823	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6824	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6825	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6826	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6827	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6828	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6829	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6830	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6831	1	1	1	0	1	1	1	1	2	1	1	1
(null)	6832	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6833	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6834	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6835	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6836	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6837	0	1	1	1	1	2	1	1	1	1	1	1
(null)	6838	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6839	1	1	1	1	0	1	1	1	1	2	1	1
(null)	6840	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6841	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6842	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6843	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6844	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6845	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6846	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6847	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6848	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6849	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6850	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6851	2	1	1	1	1	1	1	1	0	1	1	1
(null)	6852	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6853	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6854	2	1	1	1	1	0	1	1	1	1	1	1
(null)	6855	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6856	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6857	2	1	1	1	1	0	1	1	1	1	1	1
(null)	6858	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6859	0	1	2	1	1	1	1	1	1	1	1	1
(null)	6860	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6861	1	1	1	1	1	1	1	1	1	1	1	1
(null)	6862	1	1	1	1	1	1	1	1	1	1	1	1
